0,89,0
-3.7007e-14,89,0.00033145
-9.2918,89,0.00066256
3.8736,89,0.00099335
20.178,89,0.0013238
22.843,89,0.0016539
22.362,89,0.0019837
24.588,89,0.0023132
28.001,89,0.0026423
31.742,89,0.0029711
35.579,89,0.0032996
39.448,89,0.0036277
43.33,89,0.0039556
47.217,89,0.0042831
51.106,89,0.0046102
54.994,89,0.0049371
58.878,89,0.0052636
62.757,89,0.0055898
66.63,89,0.0059156
70.494,89,0.0062412
74.348,89,0.0065664
78.191,89,0.0068913
82.02,89,0.0072158
85.835,89,0.00754
89.634,89,0.007864
93.415,89,0.0081875
97.177,89,0.0085108
100.92,89,0.0088337
104.64,89,0.0091564
108.33,89,0.0094787
112.01,89,0.0098006
115.65,89,0.010122
119.27,89,0.010444
122.86,89,0.010765
126.42,89,0.011085
129.95,89,0.011406
133.45,89,0.011726
136.91,89,0.012045
140.35,89,0.012365
143.74,89,0.012684
147.1,89,0.013003
150.43,89,0.013321
153.72,89,0.013639
156.97,89,0.013957
160.18,89,0.014275
163.36,89,0.014592
166.49,89,0.014909
169.58,89,0.015225
172.64,89,0.015541
175.65,89,0.015857
178.62,89,0.016173
181.55,89,0.016488
184.44,89,0.016803
187.29,89,0.017118
190.1,89,0.017432
192.86,89,0.017746
195.59,89,0.01806
198.27,89,0.018373
200.91,89,0.018686
203.51,89,0.018999
206.07,89,0.019312
208.59,89,0.019624
211.07,89,0.019936
213.51,89,0.020247
215.92,89,0.020558
218.28,89,0.020869
220.61,89,0.02118
222.89,89,0.02149
225.14,89,0.0218
227.36,89,0.02211
229.54,89,0.022419
231.69,89,0.022728
233.8,89,0.023037
235.88,89,0.023345
237.92,89,0.023653
239.94,89,0.023961
241.93,89,0.024269
243.88,89,0.024576
245.81,89,0.024883
247.71,89,0.025189
249.58,89,0.025496
251.43,89,0.025802
253.25,89,0.026107
255.05,89,0.026413
256.83,89,0.026718
258.59,89,0.027022
260.32,89,0.027327
262.03,89,0.027631
263.73,89,0.027935
265.41,89,0.028238
267.07,89,0.028541
268.71,89,0.028844
270.34,89,0.029147
271.95,89,0.029449
273.55,89,0.029751
275.14,89,0.030053
276.72,89,0.030354
278.28,89,0.030656
279.84,89,0.030956
281.38,89,0.031257
282.92,89,0.031557
284.45,89,0.031857
285.97,89,0.032157
287.48,89,0.032456
288.99,89,0.032755
290.49,89,0.033054
291.99,89,0.033352
293.48,89,0.03365
294.97,89,0.033948
296.46,89,0.034245
297.94,89,0.034543
299.42,89,0.03484
300.89,89,0.035136
302.37,89,0.035433
303.84,89,0.035729
305.31,89,0.036024
306.78,89,0.03632
308.24,89,0.036615
309.71,89,0.03691
311.17,89,0.037204
312.64,89,0.037499
314.1,89,0.037793
315.56,89,0.038086
317.02,89,0.03838
318.48,89,0.038673
319.94,89,0.038966
321.4,89,0.039258
322.86,89,0.03955
324.32,89,0.039842
325.77,89,0.040134
327.22,89,0.040425
328.67,89,0.040716
330.12,89,0.041007
331.57,89,0.041297
333.02,89,0.041588
334.46,89,0.041877
335.9,89,0.042167
337.34,89,0.042456
338.77,89,0.042745
340.2,89,0.043034
341.63,89,0.043322
343.06,89,0.043611
344.48,89,0.043898
345.89,89,0.044186
347.3,89,0.044473
348.71,89,0.04476
350.11,89,0.045047
351.51,89,0.045333
352.9,89,0.04562
354.29,89,0.045905
355.67,89,0.046191
357.05,89,0.046476
358.41,89,0.046761
359.78,89,0.047046
361.13,89,0.04733
362.48,89,0.047615
363.83,89,0.047898
365.16,89,0.048182
366.49,89,0.048465
367.82,89,0.048748
369.13,89,0.049031
370.44,89,0.049313
371.74,89,0.049596
373.04,89,0.049877
374.33,89,0.050159
375.61,89,0.05044
376.88,89,0.050721
378.15,89,0.051002
379.41,89,0.051283
380.66,89,0.051563
381.91,89,0.051843
383.15,89,0.052122
384.38,89,0.052402
385.61,89,0.052681
386.84,89,0.05296
388.05,89,0.053238
389.26,89,0.053516
390.47,89,0.053794
391.67,89,0.054072
392.87,89,0.054349
394.06,89,0.054626
395.25,89,0.054903
396.43,89,0.05518
397.61,89,0.055456
398.79,89,0.055732
399.97,89,0.056008
401.14,89,0.056283
402.31,89,0.056559
403.48,89,0.056834
404.64,89,0.057108
405.81,89,0.057383
406.98,89,0.057657
408.14,89,0.05793
409.31,89,0.058204
410.48,89,0.058477
411.65,89,0.05875
412.82,89,0.059023
413.99,89,0.059295
415.17,89,0.059568
416.35,89,0.05984
417.53,89,0.060111
418.72,89,0.060383
419.91,89,0.060654
421.1,89,0.060924
422.3,89,0.061195
423.51,89,0.061465
424.72,89,0.061735
425.94,89,0.062005
427.17,89,0.062275
428.41,89,0.062544
429.65,89,0.062813
430.9,89,0.063081
432.16,89,0.06335
433.43,89,0.063618
434.71,89,0.063886
436,89,0.064153
437.3,89,0.064421
438.61,89,0.064688
439.94,89,0.064954
441.27,89,0.065221
442.62,89,0.065487
443.97,89,0.065753
445.35,89,0.066019
446.73,89,0.066284
448.13,89,0.06655
449.54,89,0.066815
450.96,89,0.067079
452.4,89,0.067344
453.85,89,0.067608
455.32,89,0.067872
456.8,89,0.068135
458.3,89,0.068399
459.81,89,0.068662
461.33,89,0.068924
462.88,89,0.069187
464.43,89,0.069449
466.01,89,0.069711
467.6,89,0.069973
469.2,89,0.070235
470.82,89,0.070496
472.46,89,0.070757
474.11,89,0.071018
475.78,89,0.071278
477.47,89,0.071538
479.17,89,0.071798
480.89,89,0.072058
482.63,89,0.072317
484.38,89,0.072576
486.15,89,0.072835
487.93,89,0.073094
489.73,89,0.073352
491.55,89,0.073611
493.38,89,0.073868
495.23,89,0.074126
497.1,89,0.074383
498.98,89,0.074641
500.88,89,0.074897
502.79,89,0.075154
504.72,89,0.07541
506.67,89,0.075666
508.63,89,0.075922
510.6,89,0.076178
512.59,89,0.076433
514.6,89,0.076688
516.62,89,0.076943
518.66,89,0.077197
520.71,89,0.077452
522.78,89,0.077706
524.86,89,0.07796
526.95,89,0.078213
529.06,89,0.078466
531.18,89,0.078719
533.32,89,0.078972
535.47,89,0.079225
537.64,89,0.079477
539.81,89,0.079729
542,89,0.079981
544.21,89,0.080232
546.42,89,0.080483
548.65,89,0.080734
550.89,89,0.080985
553.15,89,0.081236
555.41,89,0.081486
557.69,89,0.081736
559.98,89,0.081986
562.28,89,0.082235
564.59,89,0.082484
566.92,89,0.082733
569.25,89,0.082982
571.6,89,0.083231
573.96,89,0.083479
576.32,89,0.083727
578.7,89,0.083975
581.09,89,0.084222
583.49,89,0.08447
585.9,89,0.084717
588.31,89,0.084963
590.74,89,0.08521
593.18,89,0.085456
595.63,89,0.085702
598.08,89,0.085948
600.55,89,0.086193
603.02,89,0.086439
605.51,89,0.086684
608,89,0.086929
610.5,89,0.087173
613.01,89,0.087418
615.53,89,0.087662
618.06,89,0.087905
620.59,89,0.088149
623.13,89,0.088392
625.68,89,0.088635
628.24,89,0.088878
630.81,89,0.089121
633.38,89,0.089363
635.96,89,0.089605
638.55,89,0.089847
641.15,89,0.090089
643.75,89,0.09033
646.36,89,0.090571
648.98,89,0.090812
651.6,89,0.091053
654.23,89,0.091294
656.87,89,0.091534
659.51,89,0.091774
662.16,89,0.092013
664.82,89,0.092253
667.48,89,0.092492
670.15,89,0.092731
672.82,89,0.09297
675.5,89,0.093208
678.19,89,0.093447
680.88,89,0.093685
683.58,89,0.093923
686.28,89,0.09416
688.99,89,0.094397
691.7,89,0.094635
694.42,89,0.094871
697.14,89,0.095108
699.87,89,0.095344
702.6,89,0.095581
705.34,89,0.095816
708.08,89,0.096052
710.83,89,0.096288
713.58,89,0.096523
716.34,89,0.096758
719.1,89,0.096993
721.86,89,0.097227
724.63,89,0.097461
727.4,89,0.097695
730.17,89,0.097929
732.95,89,0.098163
735.73,89,0.098396
738.51,89,0.098629
741.3,89,0.098862
744.09,89,0.099095
746.88,89,0.099327
749.68,89,0.099559
752.47,89,0.099791
755.27,89,0.10002
758.08,89,0.10025
760.88,89,0.10049
763.69,89,0.10072
766.49,89,0.10095
769.3,89,0.10118
772.11,89,0.10141
774.92,89,0.10164
777.73,89,0.10187
780.55,89,0.1021
783.36,89,0.10233
786.17,89,0.10256
788.99,89,0.10279
791.8,89,0.10301
794.62,89,0.10324
797.43,89,0.10347
800.24,89,0.1037
803.06,89,0.10393
805.87,89,0.10415
808.68,89,0.10438
811.49,89,0.10461
814.3,89,0.10484
817.11,89,0.10506
819.91,89,0.10529
822.72,89,0.10551
825.52,89,0.10574
828.32,89,0.10597
831.11,89,0.10619
833.91,89,0.10642
836.7,89,0.10664
839.49,89,0.10687
842.28,89,0.10709
845.06,89,0.10732
847.84,89,0.10754
850.61,89,0.10776
853.38,89,0.10799
856.15,89,0.10821
858.91,89,0.10844
861.67,89,0.10866
864.43,89,0.10888
867.18,89,0.1091
869.92,89,0.10933
872.66,89,0.10955
875.39,89,0.10977
878.12,89,0.10999
880.84,89,0.11021
883.56,89,0.11043
886.27,89,0.11066
888.97,89,0.11088
891.67,89,0.1111
894.36,89,0.11132
897.05,89,0.11154
899.72,89,0.11176
902.39,89,0.11198
905.06,89,0.1122
907.71,89,0.11242
910.36,89,0.11264
913,89,0.11285
915.63,89,0.11307
918.26,89,0.11329
920.87,89,0.11351
923.48,89,0.11373
926.08,89,0.11395
928.67,89,0.11416
931.25,89,0.11438
933.82,89,0.1146
936.39,89,0.11481
938.94,89,0.11503
941.48,89,0.11525
944.02,89,0.11546
946.54,89,0.11568
949.06,89,0.1159
951.56,89,0.11611
954.06,89,0.11633
956.54,89,0.11654
959.02,89,0.11676
961.48,89,0.11697
963.93,89,0.11719
966.38,89,0.1174
968.81,89,0.11761
971.23,89,0.11783
973.64,89,0.11804
976.03,89,0.11826
978.42,89,0.11847
980.79,89,0.11868
983.16,89,0.11889
985.51,89,0.11911
987.85,89,0.11932
990.17,89,0.11953
992.49,89,0.11974
994.79,89,0.11996
997.08,89,0.12017
999.36,89,0.12038
1001.6,89,0.12059
1003.9,89,0.1208
1006.1,89,0.12101
1008.3,89,0.12122
1010.6,89,0.12143
1012.8,89,0.12164
1015,89,0.12185
1017.1,89,0.12206
1019.3,89,0.12227
1021.4,89,0.12248
1023.6,89,0.12269
1025.7,89,0.1229
1027.8,89,0.12311
1029.9,89,0.12332
1032,89,0.12352
1034,89,0.12373
1036.1,89,0.12394
1038.1,89,0.12415
1040.2,89,0.12435
1042.2,89,0.12456
1044.2,89,0.12477
1046.1,89,0.12497
1048.1,89,0.12518
1050.1,89,0.12539
1052,89,0.12559
1053.9,89,0.1258
1055.8,89,0.12601
1057.7,89,0.12621
1059.6,89,0.12642
1061.5,89,0.12662
1063.3,89,0.12683
1065.2,89,0.12703
1067,89,0.12724
1068.8,89,0.12744
1070.6,89,0.12764
1072.3,89,0.12785
1074.1,89,0.12805
1075.8,89,0.12825
1077.6,89,0.12846
1079.3,89,0.12866
1081,89,0.12886
1082.7,89,0.12907
1084.3,89,0.12927
1086,89,0.12947
1087.6,89,0.12967
1089.2,89,0.12988
1090.8,89,0.13008
1092.4,89,0.13028
1094,89,0.13048
1095.5,89,0.13068
1097.1,89,0.13088
1098.6,89,0.13108
1100.1,89,0.13128
1101.6,89,0.13148
1103.1,89,0.13168
1104.5,89,0.13188
1106,89,0.13208
1107.4,89,0.13228
1108.8,89,0.13248
1110.2,89,0.13268
1111.6,89,0.13288
1113,89,0.13308
1114.3,89,0.13328
1115.6,89,0.13347
1117,89,0.13367
1118.3,89,0.13387
1119.5,89,0.13407
1120.8,89,0.13426
1122,89,0.13446
1123.3,89,0.13466
1124.5,89,0.13486
1125.7,89,0.13505
1126.9,89,0.13525
1128,89,0.13545
1129.2,89,0.13564
1130.3,89,0.13584
1131.4,89,0.13603
1132.5,89,0.13623
1133.6,89,0.13642
1134.7,89,0.13662
1135.8,89,0.13681
1136.8,89,0.13701
1137.8,89,0.1372
1138.8,89,0.1374
1139.8,89,0.13759
1140.8,89,0.13779
1141.7,89,0.13798
1142.7,89,0.13817
1143.6,89,0.13837
1144.5,89,0.13856
1145.4,89,0.13875
1146.2,89,0.13894
1147.1,89,0.13914
1147.9,89,0.13933
1148.8,89,0.13952
1149.6,89,0.13971
1150.4,89,0.13991
1151.1,89,0.1401
1151.9,89,0.14029
1152.6,89,0.14048
1153.4,89,0.14067
1154.1,89,0.14086
1154.8,89,0.14105
1155.4,89,0.14124
1156.1,89,0.14143
1156.7,89,0.14162
1157.4,89,0.14181
1158,89,0.142
1158.6,89,0.14219
1159.2,89,0.14238
1159.7,89,0.14257
1160.3,89,0.14276
1160.8,89,0.14295
1161.3,89,0.14314
1161.9,89,0.14333
1162.3,89,0.14351
1162.8,89,0.1437
1163.3,89,0.14389
1163.7,89,0.14408
1164.1,89,0.14426
1164.6,89,0.14445
1165,89,0.14464
1165.3,89,0.14483
1165.7,89,0.14501
1166.1,89,0.1452
1166.4,89,0.14539
1166.7,89,0.14557
1167,89,0.14576
1167.3,89,0.14594
1167.6,89,0.14613
1167.9,89,0.14631
1168.1,89,0.1465
1168.4,89,0.14668
1168.6,89,0.14687
1168.8,89,0.14705
1169,89,0.14724
1169.2,89,0.14742
1169.3,89,0.14761
1169.5,89,0.14779
1169.6,89,0.14797
1169.7,89,0.14816
1169.8,89,0.14834
1169.9,89,0.14852
1170,89,0.14871
1170.1,89,0.14889
1170.1,89,0.14907
1170.2,89,0.14926
1170.2,89,0.14944
1170.2,89,0.14962
1170.2,89,0.1498
1170.2,89,0.14998
1170.2,89,0.15016
1170.2,89,0.15035
1170.1,89,0.15053
1170.1,89,0.15071
1170,89,0.15089
1169.9,89,0.15107
1169.8,89,0.15125
1169.7,89,0.15143
1169.6,89,0.15161
1169.4,89,0.15179
1169.3,89,0.15197
1169.1,89,0.15215
1169,89,0.15233
1168.8,89,0.15251
1168.6,89,0.15269
1168.4,89,0.15287
1168.2,89,0.15304
1168,89,0.15322
1167.7,89,0.1534
1167.5,89,0.15358
1167.2,89,0.15376
1166.9,89,0.15394
1166.7,89,0.15411
1166.4,89,0.15429
1166.1,89,0.15447
1165.8,89,0.15464
1165.4,89,0.15482
1165.1,89,0.155
1164.8,89,0.15517
1164.4,89,0.15535
1164.1,89,0.15553
1163.7,89,0.1557
1163.3,89,0.15588
1162.9,89,0.15605
1162.5,89,0.15623
1162.1,89,0.15641
1161.7,89,0.15658
1161.3,89,0.15676
1160.8,89,0.15693
1160.4,89,0.15711
1159.9,89,0.15728
1159.5,89,0.15745
